ppname,ANS.p_correct,CANCELLATION_MARKED.bestR,CANCELLATION_MARKED.interdist,CANCELLATION_MARKED.intersect_rate,CANCELLATION_MARKED.intertime,CANCELLATION_UNMARKED.intertime,CATTELL_1.n_correct,CATTELL_2.n_correct,DEPRIVATION.IDACI_Rank,DEPRIVATION.Index_of_Multiple_Deprivation_Rank,DIGIT_SPAN.n_correct,DOT_MATRIX.n_correct,GONOGO.dprime,QUESTIONNAIRE_1.Q10_RT,QUESTIONNAIRE_1.Q10_resp,QUESTIONNAIRE_1.Q11_RT,QUESTIONNAIRE_1.Q11_resp,QUESTIONNAIRE_1.Q12_RT,QUESTIONNAIRE_1.Q12_resp,QUESTIONNAIRE_1.Q13_RT,QUESTIONNAIRE_1.Q13_resp,QUESTIONNAIRE_1.Q14_RT,QUESTIONNAIRE_1.Q14_resp,QUESTIONNAIRE_1.Q15_RT,QUESTIONNAIRE_1.Q15_resp,QUESTIONNAIRE_1.Q16_RT,QUESTIONNAIRE_1.Q16_resp,QUESTIONNAIRE_1.Q17_RT,QUESTIONNAIRE_1.Q17_resp,QUESTIONNAIRE_1.Q18_RT,QUESTIONNAIRE_1.Q18_resp,QUESTIONNAIRE_1.Q19_RT,QUESTIONNAIRE_1.Q19_resp,QUESTIONNAIRE_1.Q1_RT,QUESTIONNAIRE_1.Q1_resp,QUESTIONNAIRE_1.Q2_RT,QUESTIONNAIRE_1.Q2_resp,QUESTIONNAIRE_1.Q3_RT,QUESTIONNAIRE_1.Q3_resp,QUESTIONNAIRE_1.Q4_RT,QUESTIONNAIRE_1.Q4_resp,QUESTIONNAIRE_1.Q5_RT,QUESTIONNAIRE_1.Q5_resp,QUESTIONNAIRE_1.Q6_RT,QUESTIONNAIRE_1.Q6_resp,QUESTIONNAIRE_1.Q7_RT,QUESTIONNAIRE_1.Q7_resp,QUESTIONNAIRE_1.Q8_RT,QUESTIONNAIRE_1.Q8_resp,QUESTIONNAIRE_1.Q9_RT,QUESTIONNAIRE_1.Q9_resp,QUESTIONNAIRE_2.Q10_RT,QUESTIONNAIRE_2.Q10_resp,QUESTIONNAIRE_2.Q11_RT,QUESTIONNAIRE_2.Q11_resp,QUESTIONNAIRE_2.Q12_RT,QUESTIONNAIRE_2.Q12_resp,QUESTIONNAIRE_2.Q13_RT,QUESTIONNAIRE_2.Q13_resp,QUESTIONNAIRE_2.Q14_RT,QUESTIONNAIRE_2.Q14_resp,QUESTIONNAIRE_2.Q15_RT,QUESTIONNAIRE_2.Q15_resp,QUESTIONNAIRE_2.Q16_RT,QUESTIONNAIRE_2.Q16_resp,QUESTIONNAIRE_2.Q1_RT,QUESTIONNAIRE_2.Q1_resp,QUESTIONNAIRE_2.Q2_RT,QUESTIONNAIRE_2.Q2_resp,QUESTIONNAIRE_2.Q3_RT,QUESTIONNAIRE_2.Q3_resp,QUESTIONNAIRE_2.Q4_RT,QUESTIONNAIRE_2.Q4_resp,QUESTIONNAIRE_2.Q5_RT,QUESTIONNAIRE_2.Q5_resp,QUESTIONNAIRE_2.Q6_RT,QUESTIONNAIRE_2.Q6_resp,QUESTIONNAIRE_2.Q7_RT,QUESTIONNAIRE_2.Q7_resp,QUESTIONNAIRE_2.Q8_RT,QUESTIONNAIRE_2.Q8_resp,QUESTIONNAIRE_2.Q9_RT,QUESTIONNAIRE_2.Q9_resp,QUESTIONNAIRE_3.Q10_RT,QUESTIONNAIRE_3.Q10_resp,QUESTIONNAIRE_3.Q11_RT,QUESTIONNAIRE_3.Q11_resp,QUESTIONNAIRE_3.Q12_RT,QUESTIONNAIRE_3.Q12_resp,QUESTIONNAIRE_3.Q1_RT,QUESTIONNAIRE_3.Q1_resp,QUESTIONNAIRE_3.Q2_RT,QUESTIONNAIRE_3.Q2_resp,QUESTIONNAIRE_3.Q3_RT,QUESTIONNAIRE_3.Q3_resp,QUESTIONNAIRE_3.Q4_RT,QUESTIONNAIRE_3.Q4_resp,QUESTIONNAIRE_3.Q5_RT,QUESTIONNAIRE_3.Q5_resp,QUESTIONNAIRE_3.Q6_RT,QUESTIONNAIRE_3.Q6_resp,QUESTIONNAIRE_3.Q7_RT,QUESTIONNAIRE_3.Q7_resp,QUESTIONNAIRE_3.Q8_RT,QUESTIONNAIRE_3.Q8_resp,QUESTIONNAIRE_3.Q9_RT,QUESTIONNAIRE_3.Q9_resp,READING.n_correct,SUMS.n_correct
21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24978,19849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,0.7327586207,0.2817512344,338.7844306172,0.3,0.467,0.5675,8,8,31742,32361,11,10,3.9829996443,10.1008,3,13.5674,2,7.1337,3,8.6673,0.002093803,11.8672,0.006281407,8.6338,0.2493719,8.0671,0.4968593,8.3337,0.2497906,4.8334,0.7537689,4.467,0.9635679,11.201,0.7531407,16.368,0.5,13.2668,0.7468593,9.6005,0.998325,14.7339,2,29.4155,0,9.6338,0,6.6337,0,9.1002,3,4.534,0,5.534,1,5.667,0.9798995,6.3,0.9949749,6.334,1,17.467,0.522613,7.5,0,5.768,1,7.4,0.6777638,9.834,0.3423367,5.734,1,6.9,0,5.667,0.3398241,5.367,1,8.767,0.3592965,6.701,0,11.401,0.03015075,17.801,0.1392379,7.9,2,6.101,0.6733668,12.401,0.459799,24.801,0.08333334,19.601,0,19.334,0,22.068,0.09359296,15.068,0.1765075,15.401,0,22.835,0.006909548,NaN,30
23,0.8189655172,0.4021568738,333.6680125398,0.325,0.625,0.933,2,6,31742,32361,13,13,3.8884299877,21.0012,1,9.3671,2,12.6006,0,9.2347,0.2569095,15.1342,0.5,6.0337,0.7619347,6.867,0,12.9676,0.866206,7.6669,0.9855528,6.5,0.2518844,12.7844,0.5018844,7.8003,0.2581658,15.2673,1,11.4007,0.7573283,20.0676,1,11.9004,0,9.8004,0,6.5669,0,37.5688,2,6.401,0.6564071,6.667,0.1645729,9.635,0.326005,7.066,0,6.901,0.3335427,22.834,0.5429229,6.067,0.9905779,16.934,0.660804,6.4,0.3444305,8.2,0.02952261,7,0.660804,6.367,0,4.367,0,6.733,0.6714824,9.701,0.3272613,14.234,0.005025126,38.303,0.1149497,28.936,0,12.267,0,13.201,0.01193467,5.867,1,22.635,0.02386935,25.0011,0.01444724,9.4,1.0201,24.668,0.1639447,74.37,0.06888609,16.201,0.001884422,37.567,0.01005025,41,21
24,0.7068965517,0.6852817268,249.4443368804,0,0.6,0.75,8,6,17814,18535,18,10,2.662812796,18.0006,2,8.467,2,7.3003,4,11.9007,0.5,9.7675,0.5,8.6671,0.2355528,10.2339,0.875,6.5001,0,9.1671,0.2562814,7.1336,0.5,12.1007,0.7361809,13.7007,0.2167085,11.9671,0.2525126,10.267,0.2430905,21.7012,4,7.9673,0,6.2339,0,6.267,0,8.2671,0,4.567,0.3467337,4.667,0,3.334,0.3115578,11.634,0,4.267,0,21.334,0,21.367,0,11.601,0.665201,11.668,0,9.167,0.3335427,6.833,0.3341708,9.801,0,14.268,0.3373116,5,1,4.1,1,3.967,0.0138191,18.101,0.5843802,17.901,0.09798995,6.8,0,9.034,0,6.067,1,31.668,0.04208543,10.201,0,39.401,0.8031825,18.867,0.01633166,32.136,0.4604271,16.568,0.03098828,21.468,0.1463568,51,62
25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3996,1640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,0.5603448276,0.3509265571,374.7421716191,0.2325581395,0.867,0.467,1,6,29148,30427,3,5,NaN,23.369,3,13.9002,2,7.1337,1,19.601,0.4993021,6.9671,1,12.4004,0.0006281407,5.1338,1,NaN,NaN,NaN,NaN,NaN,NaN,21.4348,0.748325,8.0004,0,13.1007,0.7537689,10.2338,0.9415829,16.8674,1,10.6335,0,19.0009,0,9.4333,0,10.5,2,7.1,0.4627303,12.467,0,8.867,0,6.734,0.6677136,4.967,0.3467337,8.034,0.9949749,12.667,0.3241206,9.168,0.8812814,13.568,0.4798995,7.433,0.3316583,10.167,0.9937186,8.534,0.6580821,7.2,0.0370603,16.934,0,6.367,0,11.168,0,17.534,0.3580402,22.634,0.165201,9.967,0,13.535,0.6677136,11.034,0.3316583,36.868,0.003140704,9.8005,0.09861809,13.534,0.4987437,30.768,0.3339615,19.7,0.3345896,16.501,0.8762563,13.367,0.07349246,29,31
27,0.4655172414,0.9891242681,504.7705103169,0.025,1.466,1.167,6,7,6128,8314,17,9,1.3546053378,11.8672,2,20.1004,3,32.548,3,10.9338,0.2361809,11.334,0.7481156,9.067,0.2474874,7.0337,0.5018844,5.7339,0.7594221,5.2686,0.7600502,5.6002,0,22.5012,0.5,20.1676,0.2476968,14.8673,0.727387,10.9662,0.5,13.7678,4,16.7343,0,19.8682,0,9.1003,0,37.5688,2,7.2,0.1325377,8.4,0.2638191,9.834,0.6903266,8.867,0,3.934,0,22.834,0.6721106,10.267,0,5.968,0.3266332,8.9,0.6633166,15.667,0.4704774,10,0.6645728,10.234,1,4.901,0.3266332,10.834,0.1909548,11.567,0.3561558,6.868,0.02072864,13.5,0.1243719,20.2,0.005653266,26.868,2,15.635,0.7975293,12.2,0.3404523,32.502,0.001884422,15.501,0.02701005,51.269,2,29.568,0.03329146,23.168,0.06092965,25.635,0,22.867,0,47,33
28,0.6379310345,0.8632514262,386.0073389469,0.6,0.901,0.667,2,4,18774,18535,6,9,3.5809752688,24.6681,3,23.568,4,9.3336,0,11.4673,0,6.8338,0,22.101,0.7330402,4.7336,1,21.2677,0,4.9001,0.7814071,4.4669,0.7430905,14.4008,0.5,17.101,0.4979062,11.9009,1,8.5672,1,17.9011,3,14.6,0,8.0338,0,15.401,0,10.2336,2,6.533,1,6.967,0.2763819,7.634,0.07914573,9.101,0.3410804,4.466,0.3190955,6.467,1,7.834,0.001884422,5.634,0.06155779,19.268,0,10.434,0.3394054,7.867,0.6765075,6.234,0.339196,11.401,0.3222362,11.267,0.1938861,5.2,0.4051507,7.801,0.923995,12.4,0.3285176,16.934,0.169598,9.2,2,9.4,1,6.533,0,20.836,0.160804,21.668,0.1306533,9.467,1,10.434,0.3335427,16.335,0.5010469,15.668,0.0006281407,21.234,0,29,4
29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7521,14370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,0.6379310345,0.670312098,301.0567195075,0.075,0.469,0.406,9,7,31742,32361,10,16,4.3921238175,11.1338,1,8.6677,2,7.5668,2,8.9004,0.4717337,7.7338,0.2430905,8.0672,0.002512563,4.667,0.7405779,10.5338,0.2349246,8.2673,0.2481156,9.2005,0.991206,21.0012,0.7531407,8.3005,0.1237437,13.5008,0.6233249,10.6005,0.2525126,22.9346,3,19.3341,2,6.7671,0,6.4338,0,10.9337,2,6.666,0.9855528,6.834,1,7.634,1,6.367,0.97299,6.867,0.005025126,11.168,0.9780151,12.567,1,26.602,0.991206,7.367,1,12.401,0.9993719,7.633,0.682789,18.934,0.9723618,5.1,0.6438442,5.934,0.3649498,7.367,0.3266332,42.936,0,13.001,0.07349246,22.734,0.005653266,9.1,2,10.701,0.3278894,13.3,0.4566583,35.469,0.0318258,17.301,0,10.467,0.3974037,12.9,0.1758794,15.301,0.1689699,22.668,0,33.002,0.3178392,59,33
31,0.5,0.7160259491,275.698158358,0.1025641026,0.467,0.535,5,4,6128,8314,10,0,3.407116718,11.4674,1,10.434,2,7.6003,1,19.0342,0.2512563,7.7668,1,6.7003,0.5,8.3337,0.839196,5.667,0.2437186,6.7335,0.9836683,6.767,0.5,13.6009,1,26.4004,0.003768844,11.9005,0.9893216,9.5337,0.6092965,21.3346,2,7.5336,0,7.0336,2,18.201,2,10.2336,2,5.4,0.9981156,5.934,0.6538945,7.434,0.9962311,8.334,0.3373116,6.101,0.5483668,12.467,0.4717337,5.101,0.9918342,7.667,0,10.701,0.3159548,9.634,0.4660804,11.568,0.428392,12.501,0.0169598,6.067,0.6714824,6.634,1,4.4,0.9993719,4.301,0.6633166,12.267,0.007537689,18.602,0.1704355,9.767,0,7.234,0,6.634,0,10.434,0.5,15.201,0.008165829,12.034,2,26.102,0,22.535,0.5,14.268,0.1375628,25.802,0.001884422,24,32
32,0.5603448276,0.6653548666,303.333975227,0.175,1,0.833,3,5,20359,24800,13,6,3.5030711539,9.734,4,9.4339,1,9.1339,1,7.8678,0,9.3006,0,6.2334,0.9893216,6.767,0.2707286,7.2338,0.2531407,6.1669,0.5,5.7673,0.01193467,14.6009,0.6173227,9.3006,0.508794,18.5009,0.7581658,8.767,0.008165829,12.7336,3,21.2348,0,11.0671,0,7.3335,0,12.9335,0,5.934,1,5.4,0.3404523,9.667,0.5439699,8.334,0.02261307,8.7,0.01005025,9.601,0.9943467,7.733,0.6725293,17.367,0.6777638,9.934,0.6677136,8.167,1,8.3,0.9767588,9.233,0.6783919,5.8,0.660804,8.133,1,7.7,0,5.767,0,42.568,1,18.567,0,6.401,0,14.135,0.9899498,12.534,0,13.168,0.04145729,24.268,0.000837521,16.801,0.01130653,9.868,1,34.102,0.3521776,15.668,0.01821608,13.767,0.05150754,63,43
33,0.5344827586,0.7343136212,297.9627820847,0.15,0.406,0.398,6,5,4274,5252,8,5,2.822525598,11.8339,1,11.8673,1,8.1339,2,7.9671,0.01130653,9.234,0.7502094,12.0338,0,5.5669,0.7470687,3.7335,0.5,5.4334,0.5041876,5.2352,0.7537689,14.3677,0.5018844,17.101,1,12.9337,0.9855528,9.1668,0.7531407,16.7009,2,7.9338,0,8.0341,0,5.4336,0,26.7012,2,6,1,6.001,0.2763819,4.433,0,8.1,0,17.168,0.3718593,12.934,0.991206,16.601,1,11.801,0.9849246,7.233,0.6641541,9.8,1,21.401,0.6645728,9.9,0.6400754,6.9,0.3297739,4.734,0.6658291,9.7,0.00942211,6.567,0.3379397,19.334,0.3316583,28.201,1,6.934,2,12.501,0.3268425,8.1,0.3285176,16.9,0.3109297,15.501,0,8.334,2,23.201,1,13.867,0.6080402,14.268,0.2851759,15.934,0.5006281,49,37
34,0.6293103448,0.7713235593,317.9921470185,0.0256410256,0.666,0.5685,3,7,18774,18535,9,7,3.968601207,11.0007,1,9.9335,2,7.3335,1,7.2005,0,7.967,0.2481156,5.9338,0.9893216,7.3006,0.2638191,5.5335,0.5,5.0335,0.732412,10.032,0.8015075,13.801,0.8724874,9.3671,0.5,8.2004,0.9930905,6.5337,0.5301508,16.601,1,12.8338,0,7.7675,0,6.0003,0,7.1668,1,8.034,0.04606365,9.033,0.3146985,10,0.001256281,7.034,0.1342127,5.566,0.682789,7.4,0.5282663,9.934,1,7.901,0.6658291,8.167,0.6846734,7.767,0.9635679,7.733,1,9.233,0.3247488,8.234,0.3253769,5.467,0,6.534,1,5.167,0.6802764,29.668,1,29.503,1,10.701,0,5.767,0.003768844,8.833,1,17.467,1,12.001,1,15.867,0.3555276,13.135,0.1670157,15.267,1,15.067,0.1683417,18.367,1,36,24
35,0.6293103448,0.8178875777,272.0220035483,0.125,0.433,0.334,NaN,NaN,25360,24776,8,0,NaN,10.1339,1,10.8648,2,6.7003,3,10.1999,0,6.5003,0.4729899,7.5005,0.2550251,5.8004,0.5108877,NaN,NaN,NaN,NaN,NaN,NaN,12.0676,0.7474874,9.0671,0.2644472,13.801,1,11.9339,0.5069095,16.501,1,9.1341,0,10.6675,0,7.0003,0,14.3339,4,8.3,1,11.133,0.3297739,6.134,0.6585009,6.767,0.9974874,6.067,0.65201,8.7,0.6746231,17.968,1,7.901,0.3337521,8.867,0.4671273,9.867,0.486809,28.368,0.3530151,7.767,0.3360553,7.2,0.3360553,5.667,1,6.934,0.186139,8.134,0.8718593,33.835,0.09645449,36.502,0.01130653,9.467,2,4.767,0.6733668,9.201,1,21.235,0.08284477,18.201,0.02324121,12.8,1.698492,14.034,0.160804,33.335,0.05537721,15.633,0.006909548,14.3,0.6683417,33,31
36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9641,6708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,0.7327586207,0.6791715823,328.3398598653,0.125,0.334,0.4995,8,7,25360,24776,17,6,NaN,11.1005,1,7.4342,2,5.5667,1,6.9336,0,4.8339,0.5,6.3003,0.1928392,5.5337,0.2424623,NaN,NaN,NaN,NaN,NaN,NaN,10.9008,0.7533501,6.7336,0.4981156,8.3335,1,8.4672,0.7594221,22.5915,4,9.9007,2,5.2336,2,2.8003,0,6.2004,1,3.7,0.8341709,3.767,0.6677136,3.334,0.6834171,8.101,0.3335427,6.934,0.1170435,3.401,0.6576633,6.234,0.6637353,5.935,0.8385679,6.668,0.9943467,4.9,1,2.134,0.6796482,6.267,0.09861809,25.134,0.006281407,4.167,0.3335427,4.734,0,7.867,0.330402,11.4,0.001256281,14.035,0.9937186,7.134,2,4.867,1,5.234,0.3203517,10.2,0.001884422,9.369,0.0339196,11.234,1,10.834,0.6678299,16.701,0.9899498,9.534,0.1727387,12.334,0.6733668,53,36
38,0.5,0.3249029218,374.7421716191,0.275,0.867,0.6675,3,2,25221,30251,8,4,1.3093200327,14.9005,1,23.568,3,13.5678,1,9.3007,1,7.8004,0.5,5.2333,0.2267588,3.4002,1,5.2003,0.03580402,8.5671,0.7531407,6.567,0.258794,10.6347,0.01067839,28.368,0.5435511,39.0681,1,9.9667,0.5,13.6341,2,7.5667,0,7.5003,2,6.5007,2,13.4009,1,6.801,0.02952261,7.101,0.334799,4.666,0,10,0.3090452,7.667,0.3278894,21.801,0.6633166,12.067,0.6463568,8.7,0.3274707,8.9,0.3417085,6.867,0.9993719,5.167,0.6564071,6.967,0.2832915,7.434,0.3318677,3.8,0,3.801,0.003140704,4.667,0.3611809,33.835,0.8343803,19.334,1,13.17,0,10.568,0.004396985,6.633,1,32.336,0.02742881,14.334,0.1677136,24.768,2,19.235,0.1670854,31.568,0.1614322,17.868,0.105737,27.401,0.160804,53,33
39,0.5603448276,0.2950084904,452.7147735463,0.4,0.765,0.5835,5,5,25221,30251,8,5,2.7999163396,19.9678,1,34.4021,2,10.4342,2,6.7003,0.2537688,7.0005,0,9.0339,0.9949749,8.1337,0.5018844,10.1003,0.9937186,11.4673,0.772613,10.401,0,21.0012,0.02324121,7.8003,0,16.2341,0.02721943,8.1995,0,25.6682,1,9.0339,0,8.0341,2,12.6337,0,9.5005,4,6.567,0.6733668,6.534,0.9755025,9.1,0.6664573,5.735,0.01256281,4.8,1,7.035,0.7855946,10.568,0,16.934,0.3165829,22.436,0.4028476,8.4,0.3297739,21.234,0.6670854,21.301,0.6733668,6.9,0,7.434,0.9987437,6.633,1,10.835,0.6700167,34.034,1,23.768,0.3982412,12.867,0,13.201,0,14.434,1,17.467,0.9849246,19.301,0.6821608,10.2,2,28.635,0.6733668,15.267,0.3333333,17.934,1,34.448,0,35,37
40,0.6034482759,0.6628967601,268.7201231368,0.05,0.566,0.4,NaN,NaN,15843,23017,0,0,3.0435597622,10.4669,3,10.5339,4,9.4673,4,9.3339,0.7424623,7.2337,1,6.267,1,4.3002,0.9918342,11.5007,0.2336683,5.167,0.5029314,4.9002,0.2336683,13.0009,0.7606784,10.2669,0.2493719,10.1007,1,13.2007,0.4158292,18.5344,4,13.8671,0,8.2003,0,7.5672,0,8.1672,1,8.967,0.3278894,7.9,0.3398241,4.234,0.3134422,6.367,0,4.867,0.002512563,16.834,0.9769682,10.235,0.9817839,4.434,0,6.8,0.6532663,8.201,0.2613065,14.234,0.6564071,21.034,0.9826215,9.033,0.02889447,4.3,0.9949749,6.601,0.3360553,4.667,0.03831658,21.734,0,21.968,0.1394472,8.934,2,6.235,0.620603,6.868,0.6765075,12.734,0.1660385,11.634,0,35.035,0.3429648,19.901,0.07537688,16.235,0,22.301,0,27.47,0.006281407,51,35
41,NaN,NaN,NaN,NaN,NaN,NaN,2,3,3996,1640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7335,1,5.4334,0.236809,8.034,0.4937186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,0.5344827586,0.5215279838,318.3066710647,0.125,0.601,0.534,3,2,26320,22243,0,0,3.0452497427,9.1334,1,15.0009,2,16.5008,1,15.3342,0.6451005,6.4004,0.9886935,5.4337,0.9943467,10.0673,0.5,7.1662,0.5050251,6.6,0.9623116,5.8668,0.2525126,18.4013,0.7468593,9.8339,0.7518844,13.2008,1,13.1341,0.5002094,12.101,0,18.1011,0,10.7007,2,27.3682,0,18.2678,4,7.567,0,17.901,0,7.734,0,4.767,0.0006281407,6.467,0,8.101,1,9.934,0.0138191,31.435,0.6457286,11.767,0.5025126,9.668,0.669598,8.2,0.6543132,9.168,0.9868091,12.502,0.006909548,4.633,0.3383585,10.034,0.3228643,15.301,0,11.8,0.9177136,22.367,0.598967,13.634,0,5.167,0.9993719,5.733,0.3234925,46.636,0.2512563,27.635,0.9396985,15.934,0.03015075,25.567,0.5,21.035,0.8358459,14.567,0,17.468,0.8461055,10,21
43,0.7068965517,0.5531482625,353.3316493323,0.15,0.8995,0.7,7,8,25221,30251,10,10,4.0050411139,11.334,2,8.9337,3,7.5668,2,9.0674,1,8.9337,0.2613065,7.0337,0,5.734,0.9993719,10.2005,0,5.4672,1,7.2003,0.5,29.7016,0.9886935,15.8672,0.5,13.7343,0.9968593,8.0672,0.3927973,42.1018,3,12.2339,0,7.7671,2,6.4004,0,18.9677,3,6.667,1,6.1,0.6746231,6.933,0.3165829,5.501,0.6769263,7.234,0.03077889,8.468,1,7.467,0.01884422,6.467,0.6174623,9.034,0.9283919,6.933,0.9930905,11.568,0.6947236,10.767,0.5942211,6.9,0.1363065,5.934,0.321608,7.1,0.2474874,4.967,0,13.568,0.5119347,29.035,0.1430067,7.867,2,8.301,1,8.501,0.6972362,45.334,0.1413317,22.568,0.06909548,10.467,1.103015,25.034,0.7512563,16.534,0.3563186,16.434,0,15.934,0.169598,41,18
44,0.6637931034,0.3558807727,321.9686355668,0.25,0.671,0.4845,2,5,24247,14968,10,0,4.0576128,10.3006,1,18.2004,3,8.6679,2,7.2336,0.9962311,5.001,1,9.7671,0,6.0003,0.5,7.4336,0,5.8005,0.9962311,4.8669,0.2091708,12.9677,1,8.7339,0.2443467,14.6672,1,7.8679,0.5194724,16.0008,1,8.8338,2,8.5337,2,6.9334,2,9.0668,2,4.133,0.9761307,3.667,1,6.466,0.9836683,9.401,0.5,5.7,0.001884422,5.534,1,5.767,0.991206,8.001,0.9974874,9.434,0.9962311,7.667,0.745603,8.167,0.5,14.268,0,9.668,0.6727387,6.3,1,5.934,0.9949749,8.567,0.006281407,11.267,0.9283919,16.401,0.1488694,11.101,2,8.667,0.01067839,8.067,0.3992881,10.8674,0.160804,10.101,0.05527638,9.567,0.6394472,10.267,1,16.468,0.4987437,17.401,0.003768844,25.601,0.3467337,29,41
45,0.6637931034,0.4748247713,381.1130688512,0.275,0.766,0.5675,9,5,25221,30251,13,1,3.4363370401,14.1341,4,20.0331,1,7.9338,1,8.8338,0.3842127,8.9004,0.01947236,6.2336,1,4.7336,0.9918342,5.1004,0.4767588,5.4661,0.4842965,3.7671,0.5119347,14.6677,0.75,10.7326,0.5,10.8339,0.9830402,10.4006,0.2552345,13.4678,0,9.4338,2,8.334,0,7.4333,0,8.867,4,6.6,1,5.067,1,4.233,0.9849246,4.934,0.9865996,2.832,1,4.8,0.6605946,8.4,0.8630653,5.834,0.6576633,7.967,0.4610553,6.366,0.1765075,5.367,0.6733668,7.268,0,10.9,0.3297739,6.267,0.6639447,3.533,0.6275126,6.067,0.3115578,17.868,0.09610553,20.301,0.2211055,13.17,0,4.8,0.3337521,7.934,0.7468593,22.635,0.1023869,15.801,0.1300251,8.801,1.997487,20.467,0.08354271,25.768,0.8295645,14.367,0.1639447,16.835,0.1656198,43,42
